MeasurementID,MaterialID,GradeID,Property,Raw value,Raw unit,Raw numeric,Raw uncertainty ±,Raw upper bound,Operator,Conversion factor,Normalized value,Normalized uncertainty ±,Normalized upper bound,Normalized unit,Data status,Specimen type,Direction,Moisture condition,Moisture state,Post-processing,Post-processing state,Anneal °C,Anneal h,Test temperature,Standard / load,Standards,Test load MPa,Notch,Specimen / print parameters,SourceID,Locator,Notes,Parse review
V000040,M001,G001-03,Tensile modulus,3309 MPa,MPa,3309,Not applicable,Not applicable,=,0.001,3.309,Not applicable,Not applicable,GPa,Published value,Film specimen (ASTM D882); not a printed or moulded bar,Not published,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ASTM D882,ASTM D882,Not applicable,Not applicable,Not published,I-PLA-TDS,p. 1: Tensile Modulus MD,"ASTM D882 thin-film value, machine direction. Not comparable with a printed bar (2026-09-13). Corrected 2026-09-16 (m33) against the source: the cell held the description paragraph of p. 1, a recommended printing range (190-220 ºC printing temperature, 50 ºC bed temperature) in marketing prose, not a test-specimen condition; the sheet publishes no specimen preparation or print conditions for its test values, and its Print Recommendation table (p. 2) is a printing guide. Its mechanical values are ASTM D882 film results.",Not applicable
V000041,M001,G001-03,Elongation at break,160 %,%,160,Not applicable,Not applicable,=,1,160,Not applicable,Not applicable,%,Published value,Film specimen (ASTM D882); not a printed or moulded bar,Not published,Not published,not-stated,Not published,not-stated,Not applicable,Not applicable,Not published,ASTM D882,ASTM D882,Not applicable,Not applicable,Not published,I-PLA-TDS,p. 1: Elongation atBreak MD,"ASTM D882 thin-film value, machine direction. Not comparable with a printed bar (2026-09-13). Corrected 2026-09-16 (m33) against the source: the cell held the description paragraph of p. 1, a recommended printing range (190-220 ºC printing temperature, 50 ºC bed temperature) in marketing prose, not a test-specimen condition; the sheet publishes no specimen preparation or print conditions for its test values, and its Print Recommendation table (p. 2) is a printing guide. Its mechanical values are ASTM D882 film results.",Not applicable
V000042,M002,G002-01,Density,1.24 g/cm³,g/cm³,1.24,Not applicable,Not applicable,=,1000,1240,Not applicable,Not applicable,kg/m³,Published value,Not published (density specimen form not explicitly established),Not applicable,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,ISO 1183,ISO 1183,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Density,Not applicable,Not applicable
V000043,M002,G002-01,Melting temperature,160 °C,°C,160,Not applicable,Not applicable,=,1,160,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"DSC, 10 °C/min",DSC,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Melting Temperature,Not applicable,Not applicable
V000044,M002,G002-01,Glass transition temperature,60 °C,°C,60,Not applicable,Not applicable,=,1,60,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"DSC, 10 °C/min",DSC,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Glass Transition Temperature,Not applicable,Not applicable
V000045,M002,G002-01,Crystallization temperature,N/A,°C,Not published,Not applicable,Not applicable,Not applicable,1,Not published,Not applicable,Not applicable,°C,Not published,Printed specimen,Not applicable,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,Temperature,Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Crystallization,Not applicable,Not applicable
V000046,M002,G002-01,Vicat softening temperature,57 °C,°C,57,Not applicable,Not applicable,=,1,57,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 306, GB/T 1633",ISO 306; GB/T 1633,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Vicar Softening Temperature,Not applicable,Not applicable
V000047,M002,G002-01,HDT,54 °C,°C,54,Not applicable,Not applicable,=,1,54,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,ISO 75 1.8 MPa,ISO 75,1.8,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Heat Deflection Temperature,Not applicable,Not applicable
V000048,M002,G002-01,HDT,57 °C,°C,57,Not applicable,Not applicable,=,1,57,Not applicable,Not applicable,°C,Published value,Printed specimen,Not applicable,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,ISO 75 0.45 MPa,ISO 75,0.45,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Heat Deflection Temperature,Not applicable,Not applicable
V000049,M002,G002-01,Water absorption,0.43 %,%,0.43,Not applicable,Not applicable,=,1,0.43,Not applicable,Not applicable,%,Published value,Printed specimen,Not applicable,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"rated Water Absorption Rate 25 °C, 55% RH",Not published,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Saturated,Not applicable,Not applicable
V000050,M002,G002-01,Tensile modulus,2580 ± 220 MPa,MPa,2580,220,Not applicable,=,0.001,2.58,0.22,Not applicable,GPa,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 527, GB/T 1040",ISO 527; GB/T 1040,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Young's Modulus (X-Y),Not applicable,Not applicable
V000051,M002,G002-01,Tensile modulus,2060 ± 170 MPa,MPa,2060,170,Not applicable,=,0.001,2.06,0.17,Not applicable,GPa,Published value,Printed specimen,Z,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 527, GB/T 1040",ISO 527; GB/T 1040,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Young's Modulus (Z),Not applicable,Not applicable
V000052,M002,G002-01,Tensile strength (endpoint unspecified),35 ± 4 MPa,MPa,35,4,Not applicable,=,1,35,4,Not applicable,MPa,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 527, GB/T 1040",ISO 527; GB/T 1040,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Tensile Strength (X-Y),Not applicable,Not applicable
V000053,M002,G002-01,Tensile strength (endpoint unspecified),31 ± 3 MPa,MPa,31,3,Not applicable,=,1,31,3,Not applicable,MPa,Published value,Printed specimen,Z,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 527, GB/T 1040",ISO 527; GB/T 1040,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Tensile Strength (Z),Not applicable,Not applicable
V000054,M002,G002-01,Elongation at break,12.2 ± 1.8 %,%,12.2,1.8,Not applicable,=,1,12.2,1.8,Not applicable,%,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 527, GB/T 1040",ISO 527; GB/T 1040,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Breaking Elongation Rate (X-Y),Not applicable,Not applicable
V000055,M002,G002-01,Elongation at break,7.5 ± 1.3 %,%,7.5,1.3,Not applicable,=,1,7.5,1.3,Not applicable,%,Published value,Printed specimen,Z,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 527, GB/T 1040",ISO 527; GB/T 1040,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Breaking Elongation Rate (Z),Not applicable,Not applicable
V000056,M002,G002-01,Flexural modulus,2750 ± 160 MPa,MPa,2750,160,Not applicable,=,0.001,2.75,0.16,Not applicable,GPa,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 178, GB/T 9341",ISO 178; GB/T 9341,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 2: Bending Modulus (X-Y),Not applicable,Not applicable
V000057,M002,G002-01,Flexural modulus,2370 ± 150 MPa,MPa,2370,150,Not applicable,=,0.001,2.37,0.15,Not applicable,GPa,Published value,Printed specimen,Z,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 178, GB/T 9341",ISO 178; GB/T 9341,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 3: Bending Modulus (Z),Not applicable,Not applicable
V000058,M002,G002-01,Flexural strength,76 ± 5 MPa,MPa,76,5,Not applicable,=,1,76,5,Not applicable,MPa,Published value,Printed specimen,XY,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 178, GB/T 9341",ISO 178; GB/T 9341,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 3: Bending Strength (X-Y),Not applicable,Not applicable
V000059,M002,G002-01,Flexural strength,59 ± 6 MPa,MPa,59,6,Not applicable,=,1,59,6,Not applicable,MPa,Published value,Printed specimen,Z,Dried before testing (see preparation),dry,All the specimens were annealed and dried at 55 °C for 8 h before testing,annealed,55,8,Not published,"ISO 178, GB/T 9341",ISO 178; GB/T 9341,Not applicable,Not applicable,"Specimen Printing Conditions Subjects Data Nozzle Temperature 220 °C Bed Temperature 35 °C Printing Speed 200 mm/s Infill Density 100% *All the specimens were annealed and dried at 55 °C for 8 h before testing. And the suggested annealing temperature of models printed with Bambu PLA Basic is 50 to 60 °C, and the time is 6 to 12 hours. The annealing effect depends on the annea",B-pla-basic-filament-TDS,p. 3: Bending Strength (Z),Not applicable,Not applicable
